"Core Project Number","ClinicalTrials.gov ID","Study","Study Status",
"M01RR007122","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"M01RR008084","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"U10HD027880","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"U10HD034167","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"U10HD034216","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"U10HD040498","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"U10HD040521","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"U10HD053119","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"U10HD068244","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"U10HD068278","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"U10HD068284","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"UG1HD027904","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"UG1HD040492","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"UG1HD040689","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"UG1HD053109","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"UG1HD068270","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"UG1HD087226","NCT00063063","Generic Database of Very Low Birth Weight Infants","RECRUITING",
"U01NS043128","NCT00063193","National Institute of Neurological Disorders and Stroke (NINDS) Parkinson's Disease Neuroprotection Trial","COMPLETED",
"R01HL071759","NCT00063557","Neighborhoods and CVD Risk in a Multiethnic Cohort - Ancillary to MESA","COMPLETED",
"U01CA069856","NCT00063947","Erlotinib, Gemcitabine, and Radiation Therapy in Treating Patients With Locally Advanced Unresectable Pancreatic Cancer","COMPLETED",
"U10CA021115","NCT00063986","Esophagectomy in Treating Patients With High-Grade Dysplasia of the Esophagus or Stage I, Stage II, or Stage III Esophageal Cancer","COMPLETED",
"P30CA016042","NCT00064233","BMS-354825 in Treating Patients With Chronic Phase Chronic Myelogenous Leukemia That Is Resistant to Imatinib Mesylate","COMPLETED",
"U10CA081851","NCT00064298","Fruit and Vegetable Extracts in Treating Patients With Stage I-IV, Stage IVA/IVB Head and Neck Cancer","COMPLETED",
"R01HL074168","NCT00064688","Genomic Dissection of a QTL Affecting the Lipid Profile","WITHDRAWN",
"U01DK061700","NCT00064753","Folic Acid for Vascular Outcome Reduction In Transplantation (FAVORIT)","COMPLETED",
"R01HD043175","NCT00064766","Norplant and Irregular Bleeding/Spotting","UNKNOWN STATUS",
"R01HD036019","NCT00064805","Therapy for Reading Problems in Adults After Brain Injury","COMPLETED",
"U24AG021886","NCT00064870","Alzheimer's Disease Genetics Study","RECRUITING",
"R03DK061519","NCT00065013","Strength Training Following Gastric Bypass for Obesity","COMPLETED",
"R01HD042423","NCT00065078","Providing Birth Control Through Home Health Visits","UNKNOWN STATUS",
"R01AT000512","NCT00065104","Dehydroepiandrosterone Effects on HIV-1 Replication","COMPLETED",
"R01AT001006","NCT00065195","REST: Reducing End-of-Life Symptoms With Touch","COMPLETED",
"R21AT001120","NCT00065208","Reiki/Energy Healing in Prostate Cancer","COMPLETED",
"P01HD026927","NCT00065273","Atypical Neuroleptic Drugs in People With Mental Retardation/Developmental Delay","COMPLETED",
"R21AT001062","NCT00065624","Antioxidant Functions of Lipoic Acid","COMPLETED",
"R21AT001324","NCT00065650","Pilot Study of Vedic Medicine for Type 2 Diabetes","COMPLETED",
"R01AT001424","NCT00065754","Brain Imaging and Pain in Irritable Bowel Syndrome","COMPLETED",
"U10HD041248","NCT00065845","Colpopexy and Urinary Reduction Efforts (CARE) Protocol","COMPLETED",
"U10HD041263","NCT00065845","Colpopexy and Urinary Reduction Efforts (CARE) Protocol","COMPLETED",
"K08MH001516","NCT00065884","Valproate Response in Aggressive Autistic Adolescents","UNKNOWN STATUS",
"R01HD032109","NCT00065897","Prenatal Testing: Amniocentesis Versus Transabdominal Chorionic Villus Sampling (TA CVS)","COMPLETED",
"P01HD035465","NCT00065962","Secretin for the Treatment of Autism","COMPLETED",
"R01DE013534","NCT00066040","Prevention of Transmission of Bacteria That Cause Cavities From Mothers to Their Children","COMPLETED",
"R21AT001078","NCT00066079","Home Based Massage and Relaxation for Sickle Cell Pain","COMPLETED",
"U10CA098543","NCT00066365","Inhaled Sargramostim in Treating Patients With First Pulmonary (Lung) Recurrence of Osteosarcoma","COMPLETED",
"U10CA032102","NCT00066794","S0301 Cyclosporine, Daunorubicin, and Cytarabine in Treating Older Patients With Previously Untreated Acute Myeloid Leukemia","COMPLETED",
"F31AT001769","NCT00066924","Spirituality, Religiosity, and Immune Functioning","COMPLETED",
"R21AT001301","NCT00067327","Treatment of Multiple Sclerosis Using Over the Counter Inosine","COMPLETED",
"R01HD037744","NCT00067600","Improving Bone Health in Adolescent Girls: The Youth Osteoporosis and Understanding Total Health (YOUTH) Study","COMPLETED",
"M01RR001032","NCT00067613","Benchmarking Initiative to Reduce Bronchopulmonary Dysplasia","COMPLETED",
"U10HD027856","NCT00067613","Benchmarking Initiative to Reduce Bronchopulmonary Dysplasia","COMPLETED",
"R21AT001332","NCT00067626","Chromium Effects on Insulin and Vascular Function in People at Risk for Diabetes","COMPLETED",
"R21AT001029","NCT00067691","Acupuncture for Shortness of Breath in Cancer Patients","COMPLETED",
"R21CA097750","NCT00068484","A Dose Finding Phase I Trial of the Combination of Topotecan and PS-341, a Novel Proteasome Inhibitor, in Advanced Malignancies","COMPLETED",
"U10CA032102","NCT00068497","Gefitinib in Treating Patients With Metastatic or Unresectable Head and Neck Cancer or Non-Small Cell Lung Cancer","COMPLETED",
"P30CA016672","NCT00068575","Chemotherapy, Interferon Alfa, and Radiation Therapy in Treating Patients Who Have Undergone Surgery For Pancreatic Cancer","COMPLETED",
"U10CA037429","NCT00068601","S0230 Goserelin in Preventing Ovarian Failure in Women Receiving Chemotherapy for Breast Cancer","COMPLETED",
"P30CA015704","NCT00068718","Donor Lymphocyte Infusion in Treating Patients With Persistent, Relapsed, or Progressing Cancer After Donor Hematopoietic Cell Transplant","COMPLETED",
"P60AR049459","NCT00068874","Improving Quality of Life for African American Female Adolescents With Lupus","COMPLETED",
"P01HD032062","NCT00068913","Evaluating the Effectiveness of a Dichloroacetate in MELAS Syndrome","UNKNOWN STATUS",
"ZIAAR041138","NCT00069329","Anakinra to Treat Patients With Neonatal Onset Multisystem Inflammatory Disease","TERMINATED",
"R01MH066362","NCT00069433","Enhancing the Outcome of Skills Training for People With Schizophrenia","COMPLETED",
"R01MH054237","NCT00069563","Improving Mental Health Services for Economically Disadvantaged Children: Training Teachers","COMPLETED",
"U10HD021410","NCT00069576","Gestational Diabetes Mellitus Trial (GDM)","COMPLETED",
"U10HD034116","NCT00069576","Gestational Diabetes Mellitus Trial (GDM)","COMPLETED",
"U10CA098543","NCT00070109","Trabectedin in Treating Young Patients With Recurrent or Refractory Soft Tissue Sarcoma or Ewing's Family of Tumors","COMPLETED",
"P30CA016042","NCT00070382","Darbepoetin Alfa Compared With Epoetin Alfa in Treating Anemia in Patients Receiving Chemotherapy for Cancer","COMPLETED",
"U10CA180888","NCT00070499","Imatinib Mesylate or Dasatinib in Treating Patients With Previously Untreated Chronic Phase Chronic Myelogenous Leukemia","ACTIVE, NOT RECRUITING",
"U10CA098543","NCT00070525","Tipifarnib in Treating Young Patients With Recurrent or Progressive High-Grade Glioma, Medulloblastoma, Primitive Neuroectodermal Tumor, or Brain Stem Glioma","COMPLETED",
"U01CA076576","NCT00070551","GTI-2040 and High-Dose Cytarabine in Treating Patients With Refractory or Relapsed Acute Myeloid Leukemia","COMPLETED",
"U10CA032102","NCT00070564","S0221 Adjuvant Doxorubicin, Cyclophosphamide, and Paclitaxel in Treating Patients With Breast Cancer","ACTIVE, NOT RECRUITING",
"R01HL070848","NCT00070681","Outcomes of Sleep Disorders in Older Men","COMPLETED",
"U01HD040477","NCT00070720","Improving Perinatal Care in Latin America","COMPLETED",
"U01HD040607","NCT00070746","Perinatal Infections in Pakistan","COMPLETED",
"R01HD038940","NCT00070850","Prenatal Screening For Smith-Lemli-Opitz Syndrome","COMPLETED",
"R21MH064562","NCT00070863","Treatment for Men Who Are Abusive to Their Partners","COMPLETED",
"R01AT000147","NCT00070889","Brain Cell Injury in Patients With A First Episode of Psychosis","COMPLETED",
"R01AT000611","NCT00070928","Valerian to Improve Sleep in Patients With Parkinson's Disease","COMPLETED",
"U01HL073958","NCT00071032","Safety and Effectiveness of Two Blood Transfusion Strategies in Surgical Patients With Cardiovascular Disease","COMPLETED",
"R21AT001218","NCT00071110","Electroacupuncture for Major Depression","COMPLETED",
"R03MH061589","NCT00071669","Acupuncture as a Supplemental Treatment for Bipolar Depression","COMPLETED",
"U10CA021115","NCT00071981","Vaccine Therapy Using Melanoma Peptides for Cytotoxic T Cells and Helper T Cells in Treating Patients With Metastatic Melanoma","COMPLETED",
"U10CA031946","NCT00072475","Vatalanib in Treating Patients With Primary or Secondary Myelodysplastic Syndromes","COMPLETED",
"U10CA031946","NCT00072527","Cisplatin and Irinotecan Followed by Carboplatin, Etoposide, and Radiation Therapy in Treating Patients With Limited-Stage Small Cell Lung Cancer","COMPLETED",
"U01NS042804","NCT00072761","Silent Cerebral Infarct Transfusion Multi-Center Clinical Trial","COMPLETED",
"R01AI032391","NCT00073229","Immune Function of Infants With HIV","COMPLETED",
"R21MH068539","NCT00073346","Pilot Trial of Cognitive and Behavioral Treatment of Compulsive Hoarding Compared to Wait List Control","COMPLETED",
"U10CA031946","NCT00074035","Pentostatin in Treating Patients With Refractory Chronic Graft-Versus-Host Disease","COMPLETED",
"R01CA137488","NCT00074165","Treating Patients With Recurrent PCNSL With Carboplatin/BBBD and Adding Rituxan To The Treatment Regimen","TERMINATED",
"R01AR048846","NCT00074711","Adding Phosphorus to Osteoporosis Drug Treatment","COMPLETED",
"R01HL070011","NCT00074724","Dobutamine Echocardiography In Patients With Ischemic Heart Failure Evaluated for Revascularization","COMPLETED",
"R01MH064726","NCT00074802","Adding Cognitive Behavioral Therapy to Drug Treatment for Social Anxiety Disorder","COMPLETED",
"R01MH055121","NCT00074815","Treatment of Obsessive Compulsive Disorder in Children","COMPLETED",
"R01NR007881","NCT00075088","Tele-Electrocardiography in Emergency Cardiac Care","COMPLETED",
"U10CA027469","NCT00075400","Imatinib Mesylate in Treating Patients With Recurrent or Persistent Uterine Cancer","COMPLETED",
"P30CA015704","NCT00075478","Total-Body Irradiation With or Without Fludarabine Phosphate Followed By Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer","COMPLETED",
"U10CA098543","NCT00075582","Vincristine, Dactinomycin, and Cyclophosphamide With or Without Radiation Therapy in Treating Patients With Newly Diagnosed Low-Risk Rhabdomyosarcoma","COMPLETED",
"U10CA032102","NCT00075751","Gemcitabine, Carboplatin, and Bortezomib in Advanced or Recurrent Non-Small Cell Lung Cancer","COMPLETED",
"R01AI052054","NCT00076232","A Study of Acyclovir to Help Prevent HIV Infection in People With Genital Herpes","COMPLETED",
"R01MH067692","NCT00076258","Adding Exercise to Antidepressant Medication Treatment for Depression","COMPLETED",
"R37MH051247","NCT00076622","Medication Treatment for Depression in Nursing Home Residents","COMPLETED",
"N01AR002248","NCT00076713","Antiphospholipid Syndrome Collaborative Registry (APSCORE)","COMPLETED",
"R01AI055359","NCT00076804","Helping HIV Infected Patients in South Africa Adhere to Drug Regimens","TERMINATED",
"R01HL073699","NCT00076921","Epidemiology & Intervention Research for Tobacco Control","COMPLETED",
"U10CA031946","NCT00077233","FOLFIRI or FOLFOX With or Without Cetuximab in Patients With Metastatic Adenocarcinoma of the Colon or Rectum","TERMINATED",
"U10CA021115","NCT00077363","Capecitabine and Tipifarnib in Treating Women With Taxane-Resistant Metastatic Breast Cancer","COMPLETED",
"U10CA021115","NCT00077376","Trastuzumab, Ixabepilone, and Carboplatin in Treating Patients With HER2/Neu-Positive Metastatic Breast Cancer","COMPLETED",
"U01CA070095","NCT00077558","3-AP Followed By Fludarabine In Treating Patients With Relapsed or Refractory Acute or Chronic Leukemia or High-Risk Myelodysplastic Syndrome","COMPLETED",
"R01AI051219","NCT00078247","Anti-HIV Drugs for Ugandan Patients With HIV and Tuberculosis","COMPLETED",
"K23MH063427","NCT00078728","Family-Based Prevention Program for Childhood Anxiety","COMPLETED",
"R21MH065248","NCT00078741","Cognitive Behavioral Therapy for Post-Traumatic Stress Disorder in Individuals With Severe Mental Illness","COMPLETED",
"P01CA018029","NCT00078858","Mycophenolate Mofetil and Cyclosporine in Reducing Graft-Versus-Host Disease in Patients With Hematologic Malignancies or Metastatic Kidney Cancer Undergoing Donor Stem Cell Transplant","COMPLETED",
"U01CA069853","NCT00078962","GTI-2040 and Gemcitabine in Treating Patients With Metastatic or Unresectable Solid Tumors","COMPLETED",
"U10CA098543","NCT00078988","High-Dose Chemotherapy Plus Autologous Stem Cell Transplantation Compared With Intermediate-Dose Chemotherapy Plus Autologous Stem Cell Transplantation With or Without Isotretinoin in Treating Young Patients With Recurrent High-Grade Gliomas","COMPLETED",
"P30CA016042","NCT00079222","Voriconazole Compared With Itraconazole in Preventing Fungal Infections in Patients Undergoing Allogeneic Hematopoietic Stem Cell Transplantation","COMPLETED",
"U10CA025224","NCT00079274","Comparison of Combination Chemotherapy Regimens With or Without Cetuximab in Treating Patients Who Have Undergone Surgery For Stage III Colon Cancer","COMPLETED",
"R21CA112894","NCT00079456","Temsirolimus in Treating Patients With Relapsed or Refractory Multiple Myeloma","COMPLETED",
"R01DA012698","NCT00079560","Comparing the Effects of Smoked and Oral Marijuana in Individuals With HIV/AIDS","COMPLETED",
"U01HL072507","NCT00079690","Genetic Epidemiology of Blood Pressure Intervention","COMPLETED",
"R21AT001775","NCT00079807","Painful HIV Neuropathy and Alpha-Lipoic Acid","COMPLETED",
"U10MH066775","NCT00080158","Treatment of Adolescent Suicide Attempters (TASA)","COMPLETED",
"P50CA088843","NCT00080626","Neoadjuvant Docetaxel in Treating Women With Newly Diagnosed Breast Cancer","TERMINATED",
"U01CA069856","NCT00080990","Alvocidib, Oxaliplatin, Fluorouracil, and Leucovorin Calcium in Treating Patients With Advanced Solid Tumors","COMPLETED",
"U10CA045809","NCT00081159","Hormone Ablation Therapy, Doxorubicin, and Zoledronate With or Without Strontium 89 in Treating Patients With Androgen-Dependent Prostate Cancer and Bone Metastases","COMPLETED",
"U01DK061230","NCT00081328","Treatment Options for Type 2 Diabetes in Adolescents and Youth (TODAY)","COMPLETED",
"R01HL072771","NCT00081666","Logical Analysis of Data and Cardiac Surgery Risk","COMPLETED",
"K24AI051966","NCT00082498","Safety and Effectiveness of the Oral HIV Entry Inhibitor Vicriviroc in HIV Infected Patients","COMPLETED",
"U01HL072524","NCT00083369","Genetic and Environmental Determinants of Triglycerides (GOLDN)","COMPLETED",
"R01HL072067","NCT00083798","Family Linkage Study of Obstructive Sleep Apnea (OSA) in Iceland","COMPLETED",
"R01HL072110","NCT00083837","Gene-Specific Responses to Exercise in Discordant Twins","COMPLETED",
"R21HL076723","NCT00083850","Genetics and Cardiovascular Reactivity in Young Twins","COMPLETED",
"R01AT000150","NCT00083980","Kava Kava for the Treatment of Generalized Anxiety Disorder (GAD)","TERMINATED",
"U01CA062491","NCT00084877","Irinotecan and 3-AP in Treating Patients With Metastatic or Unresectable Solid Tumors","COMPLETED",
"U01CA079778","NCT00084929","The National CT Colonography Trial","COMPLETED",
"R01HL076271","NCT00085800","Dietary Fiber and Cardiovascular Inflammatory Markers","COMPLETED",
"K23AT001194","NCT00086021","Acupuncture for the Treatment of Chronic Daily Headaches","COMPLETED",
"R01AR050028","NCT00086047","Coping Skills Training for Adolescents With Fibromyalgia","COMPLETED",
"R01AR050044","NCT00086060","Pain Management Techniques for Fibromyalgia","COMPLETED",
"R01NS046487","NCT00086190","Study of Antidepressants in Parkinson's Disease","COMPLETED",
"R21AT001938","NCT00086229","Absorption and Distribution of Glucosamine and Chondroitin","COMPLETED",
"P50AR044855","NCT00086619","Parathyroid Hormone (PTH) for Osteoporosis in Postmenopausal Women","COMPLETED",
"P30CA033572","NCT00086957","Gefitinib, Trastuzumab, and Docetaxel in Treating Patients With Metastatic Breast Cancer","COMPLETED",
"U01CA069852","NCT00086970","Ifosfamide With or Without O(6)-Benzylguanine in Treating Patients With Unresectable, Metastatic Solid Tumors","TERMINATED",
"U10CA032102","NCT00086996","S0356 Oxaliplatin, 5-FU, Radiation Therapy (RT), Surgery for Pts With Stage II or III Cancer of Esophagus or Gastroesophageal (GE) Junction","COMPLETED",
"P01CA087971","NCT00087191","EF5 and Motexafin Lutetium in Detecting Tumor Cells in Patients With Abdominal or Non-Small Cell Lung Cancer","TERMINATED",
"U01CA062461","NCT00087204","Rebeccamycin Analog in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia, Myelodysplastic Syndrome, Acute Lymphoblastic Leukemia, or Chronic Myelogenous Leukemia","COMPLETED",
"U01CA062502","NCT00087217","17-N-Allylamino-17-Demethoxygeldanamycin and Paclitaxel in Treating Patients With Metastatic or Unresectable Solid Tumor","COMPLETED",
"R01HL074166","NCT00087919","Defining an Obesity QTL on Chromosome 3q","COMPLETED",
"R01AR049059","NCT00088764","Pain and Stress Management for People With Rheumatoid Arthritis","COMPLETED",
"U10CA180821","NCT00088855","Bortezomib and Pegylated Liposomal Doxorubicin Hydrochloride in Treating Patients With Previously Untreated Symptomatic Multiple Myeloma","COMPLETED",
"U10CA021115","NCT00088881","Rituximab, Combination Chemotherapy, and 90-Yttrium Ibritumomab Tiuxetan for Patients With Stage I or II Non-Hodgkin's Lymphoma","TERMINATED",
"P30CA036727","NCT00089024","Combination Chemotherapy, and Radiation Therapy in Treating Patients With Locally Advanced Pancreatic Cancer","COMPLETED",
"U01CA062502","NCT00089271","17-DMAG in Treating Patients With Metastatic or Unresectable Solid Tumors or Lymphomas","COMPLETED",
"U01CA099168","NCT00089271","17-DMAG in Treating Patients With Metastatic or Unresectable Solid Tumors or Lymphomas","COMPLETED",
"U10CA021115","NCT00089297","Cetuximab, Chemotherapy, and Radiation Therapy for Operable Stage III or IV Head and Neck Cancer","COMPLETED",
"U01CA069856","NCT00089362","Alvespimycin Hydrochloride in Treating Patients With Metastatic or Unresectable Solid Tumors","COMPLETED",
"R01HL076101","NCT00089752","Continuous Positive Airway Pressure to Improve Milder Obstructive Sleep Apnea","COMPLETED",
"R01DK052625","NCT00089843","Bone Loss in Women With Anorexia Nervosa","COMPLETED",
"R01HG002213","NCT00089882","Risk Evaluation and Education for Alzheimer's Disease (REVEAL) II","COMPLETED",
"R21CA098792","NCT00090337","Acupuncture or Standard Therapy in Treating Pain and Dysfunction in Patients Who Have Undergone Neck Surgery for Head and Neck Cancer","COMPLETED",
"U19AT002022","NCT00090389","Acupuncture for Women's Health Conditions","COMPLETED",
"R01HL071878","NCT00090441","Risk Burden of Lipoprotein Metabolic Gene Haplotypes","COMPLETED",
"R01HL075389","NCT00090454","Genetic Markers of CHD Risk in Men and Women","COMPLETED",
"R01HL075455","NCT00090467","Biochemical and Genetic Markers of Hypertension in Women","COMPLETED",
"U01CA070019","NCT00090987","Imatinib Mesylate in Treating Patients With HIV-Related Kaposi's Sarcoma","COMPLETED",
"U10CA098543","NCT00091182","Oxaliplatin in Treating Young Patients With Recurrent Solid Tumors That Have Not Responded to Previous Treatment","COMPLETED",
"P01HL072058","NCT00091546","Genetic and Environmental Characteristics of Primary Pulmonary Hypertension","COMPLETED",
"U01DK067860","NCT00091988","Program to Reduce Incontinence by Diet and Exercise","COMPLETED",
"R01AT002086","NCT00093054","Cranberry Juice for Treatment of Urinary Tract Infections","COMPLETED",
"P01CA081403","NCT00093353","N2003-01: Irinotecan, Temozolomide, and Cefixime in Treating Young Patients With Recurrent or Resistant Neuroblastoma","COMPLETED",
"U10CA180820","NCT00093470","Tipifarnib in Treating Patients With Acute Myeloid Leukemia in Remission","COMPLETED",
"U01CA062475","NCT00093613","Sorafenib in Treating Patients With Recurrent or Progressive Malignant Glioma","COMPLETED",
"R01CA093714","NCT00093834","Vaccine Therapy With or Without Cyclophosphamide and Doxorubicin in Women With Stage IV Breast Cancer","COMPLETED",
"R01HL071567","NCT00094250","HEARTS: Heart, Exercise, and Resistance Training Study","WITHDRAWN",
"U10EY011751","NCT00094679","Trial Comparing Part-time Versus Minimal-time Patching for Moderate Amblyopia","COMPLETED",
"RC2DA028864","NCT00095303","Brief Strategic Family Therapy for Adolescent Drug Abusers","COMPLETED",
"P30CA016058","NCT00095693","Sorafenib Tosylate in Treating Patients With Locally Advanced, Metastatic, or Locally Recurrent Thyroid Cancer","TERMINATED",
"U01CA076576","NCT00095693","Sorafenib Tosylate in Treating Patients With Locally Advanced, Metastatic, or Locally Recurrent Thyroid Cancer","TERMINATED",
"P30CA006973","NCT00095771","Arsenic Trioxide and Radiation Therapy in Treating Young Patients With Newly Diagnosed Gliomas","COMPLETED",
"P30CA043703","NCT00096200","Sorafenib With or Without Paclitaxel and Carboplatin in Treating Patients With Recurrent Ovarian Cancer, Primary Peritoneal Cancer, or Fallopian Tube Cancer","COMPLETED",
"U01CA062502","NCT00096200","Sorafenib With or Without Paclitaxel and Carboplatin in Treating Patients With Recurrent Ovarian Cancer, Primary Peritoneal Cancer, or Fallopian Tube Cancer","COMPLETED",
"P50CA089393","NCT00096291","Neoadjuvant Chemotherapy Using Doxorubicin and Paclitaxel in Treating Women With Large Breast Cancer","COMPLETED",
"U10CA081851","NCT00096356","Coenzyme Q10 in Relieving Treatment-Related Fatigue in Women With Breast Cancer","COMPLETED",
"U24CA076518","NCT00096460","Autologous or Donor Stem Cell Transplantation in Treating Patients With Recurrent Non-Hodgkin's Lymphoma (BMT CTN 0202)","TERMINATED",
"R21AT002122","NCT00097253","The Effects of Smell on Mood and Physical Responses","COMPLETED",
"U01DC006296","NCT00097448","Sudden Deafness Treatment Trial","COMPLETED",
"U01HL080310","NCT00097773","Comparison of Two Treatment Regimens to Reduce PA Infection in Children With Cystic Fibrosis","COMPLETED",
"U01CA099118","NCT00098527","FR901228 in Treating Patients With Refractory Stomach Cancer or Gastroesophageal Junction Cancer","TERMINATED",
"U01CA069856","NCT00098579","Doxorubicin Hydrochloride and Alvocidib in Treating Patients With Metastatic or Recurrent Sarcoma That Cannot Be Removed By Surgery","COMPLETED",
"U10HD034136","NCT00098709","Fetal Pulse Oximetry Trial (FOX)","TERMINATED",
"U10HD040500","NCT00098709","Fetal Pulse Oximetry Trial (FOX)","TERMINATED",
"U10CA031946","NCT00098774","Rituximab and Combination Chemotherapy in Treating Patients With Newly Diagnosed Primary CNS Lymphoma","COMPLETED",
"U01CA062505","NCT00098826","SB-715992 in Treating Patients With Acute Leukemia, Chronic Myelogenous Leukemia, or Advanced Myelodysplastic Syndromes","COMPLETED",
"U01CA070095","NCT00098891","MS-275 and Isotretinoin in Treating Patients With Metastatic or Advanced Solid Tumors or Lymphomas","COMPLETED",
"U01AG020478","NCT00099151","CALERIE (PBRC, Baton Rouge) - Comprehensive Assessment of Long-Term Effects of Reducing Intake of Energy","COMPLETED",
"U10HD041250","NCT00099372","Long-term Effectiveness of Abdominal Sacrocolpopexy for the Treatment of Pelvic Organ Prolapse","TERMINATED",
"U10HD041261","NCT00099372","Long-term Effectiveness of Abdominal Sacrocolpopexy for the Treatment of Pelvic Organ Prolapse","TERMINATED",
"R01HD045362","NCT00099385","Comprehensive Elementary School Risk Prevention","COMPLETED",
"R01AG021918","NCT00099567","Metabolic Syndrome, Inflammation, and Risk of Cognitive Decline","COMPLETED",
"U19AI053217","NCT00099658","Safety of and Immune Response to a Pneumococcal Vaccine (PncCV) in HIV Infected and Uninfected Children","UNKNOWN STATUS",
"P60AG013629","NCT00099697","Biologic Effects of Dehydroepiandrosterone (DHEA) in Humans","COMPLETED",
"P60DK020579","NCT00099697","Biologic Effects of Dehydroepiandrosterone (DHEA) in Humans","COMPLETED",
"R21AT001305","NCT00099723","The Effect of a Probiotic on Hepatic Steatosis","TERMINATED",
"R01AT002090","NCT00100061","Effects of Cranberry-Containing Products in Women With Recurrent Urinary Tract Infections (UTIs)","UNKNOWN STATUS",
"U10CA032102","NCT00100789","S0329, Gemcitabine and Paclitaxel in Treating Patients With Persistent, Recurrent, or Metastatic Head and Neck Cancer","COMPLETED",
"P30CA033572","NCT00100893","IH636 Grape Seed Extract in Preventing Breast Cancer in Postmenopausal Women at Risk of Developing Breast Cancer","COMPLETED",
"P30CA072720","NCT00101062","Letrozole and Celecoxib in Treating Postmenopausal Women With Locally Advanced or Metastatic Breast Cancer","TERMINATED",
"R21CA112936","NCT00101088","Temsirolimus and Imatinib Mesylate in Treating Patients With Chronic Myelogenous Leukemia","TERMINATED",
"U01CA076576","NCT00101231","Flavopiridol in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia, Acute Lymphoblastic Leukemia, or Chronic Myelogenous Leukemia","TERMINATED",
"P30CA054174","NCT00101348","Erlotinib and Cetuximab With or Without Bevacizumab in Treating Patients With Metastatic or Unresectable Kidney, Colorectal, Head and Neck, Pancreatic, or Non-Small Cell Lung Cancer","COMPLETED",
"U01CA069853","NCT00101348","Erlotinib and Cetuximab With or Without Bevacizumab in Treating Patients With Metastatic or Unresectable Kidney, Colorectal, Head and Neck, Pancreatic, or Non-Small Cell Lung Cancer","COMPLETED",
"U01HL079208","NCT00101530","Improving Prevention of Heart Disease in Latinos","COMPLETED",
"F31AT001041","NCT00101699","Effects of Soy Consumption on Symptoms of Menopause","COMPLETED",
"R01HL076697","NCT00102180","Drug-Induced Sudden Death & Ventricular Arrhythmia","COMPLETED",
"R01MH059395","NCT00102427","Improving Quality of Primary Care for Patients With Anxiety and/or Panic Disorders","COMPLETED",
"R21AI058756","NCT00102908","Bisphosphonate Therapy for HIV-Infected Adults With Decreased Bone Mineral Density","UNKNOWN STATUS",
"R01CA137488","NCT00103038","Ferumoxytol in Improving MR Imaging in Patients With High-Grade Brain Tumors or Cerebral Metastases","UNKNOWN STATUS",
"R21CA091624","NCT00103116","Vaccine Therapy in Treating Patients With Stage I, Stage II, or Stage III Non-small Cell Lung Cancer","COMPLETED",
"R01AT001121","NCT00103675","Sensor Measurement of Acupuncture Needle Manipulation","COMPLETED",
"R21AT001586","NCT00103870","Mind Engagement With Music for Nondrug Pain Relief","COMPLETED",
"P50DA013334","NCT00104598","Framing Messages for Smoking Cessation With Bupropion - 6","COMPLETED",
"U10EY014404","NCT00105027","The Standard Care vs. COrticosteroid for REtinal Vein Occlusion (SCORE) Study","COMPLETED",
"P50AA015632","NCT00105482","Targeted Interventions for Weight-Concerned Smokers","COMPLETED",
"R01AG020627","NCT00105612","Memory Aid for Informed Consent in Alzheimer's Research","COMPLETED",
"R01HL079571","NCT00106015","Diamond Blackfan Anemia Registry (DBAR)","RECRUITING",
"R01HL073351","NCT00106327","Improving Functioning in Peripheral Arterial Disease","COMPLETED",
"R01HL078972","NCT00106457","20 Year Changes in Fitness & Cardiovascular Disease Risk - Ancillary to CARDIA","COMPLETED",
"RC2AG036535","NCT00106899","ADNI: Alzheimer's Disease Neuroimaging Initiative","COMPLETED",
"U01AG024904","NCT00106899","ADNI: Alzheimer's Disease Neuroimaging Initiative","COMPLETED",
"R01HL080287","NCT00106951","Effects of Neighborhood SES on Coronary Heart Disease Burden in Communities - Ancillary to ARIC","COMPLETED",
"U10CA032102","NCT00107380","S0433 Iodine I 131 Tositumomab, Rituximab, and Combination Chemotherapy in Treating Older Patients With Stage II, Stage III, or Stage IV Non-Hodgkin's Lymphoma","COMPLETED",
