"Core Project Number","ClinicalTrials.gov ID","Study","Study Status",
"UM1CA186709","NCT02888743","Durvalumab and Tremelimumab With or Without High or Low-Dose Radiation Therapy in Treating Patients With Metastatic Colorectal or Non-small Cell Lung Cancer","ACTIVE, NOT RECRUITING",
"U10CA180888","NCT02890355","FOLFIRI or Modified FOLFIRI and Veliparib as Second Line Therapy in Treating Patients With Metastatic Pancreatic Cancer","ACTIVE, NOT RECRUITING",
"K23AT008477","NCT02890810","Predicting Analgesic Response to Acupuncture: A Practical Approach","COMPLETED",
"UM1CA186689","NCT02893917","Testing Two Oral Drugs Combination (Cediranib and Olaparib) Compared to a Single Drug (Olaparib) for Men With Advanced Prostate Cancer","ACTIVE, NOT RECRUITING",
"U19MH098718","NCT02895269","COllaborative Shared Care to IMprove Psychosis Outcome","COMPLETED",
"K23MH108704","NCT02897362","Sleep Dysfunction and Neurocognitive Outcomes in Adolescent ADHD","COMPLETED",
"R01AA022931","NCT02897804","Engineering an Online STI Prevention Program","COMPLETED",
"R01AA024466","NCT02900352","Zonisamide Treatment of Alcohol Use Disorder: an Evaluation of Efficacy and Mechanism of Action","COMPLETED",
"UG1HD027915","NCT02901626","A Randomized Trial of Pessary in Singleton Pregnancies With a Short Cervix","ACTIVE, NOT RECRUITING",
"UG1HD040485","NCT02901626","A Randomized Trial of Pessary in Singleton Pregnancies With a Short Cervix","ACTIVE, NOT RECRUITING",
"UG1HD040544","NCT02901626","A Randomized Trial of Pessary in Singleton Pregnancies With a Short Cervix","ACTIVE, NOT RECRUITING",
"UG1HD040545","NCT02901626","A Randomized Trial of Pessary in Singleton Pregnancies With a Short Cervix","ACTIVE, NOT RECRUITING",
"UG1HD087192","NCT02901626","A Randomized Trial of Pessary in Singleton Pregnancies With a Short Cervix","ACTIVE, NOT RECRUITING",
"P30CA016042","NCT02902757","FDG PET/CT in Monitoring Very Early Therapy Response in Patients With Glioblastoma","RECRUITING",
"U54MD008149","NCT02903186","Multi-site Trial Using SMS to Improve Infant Weight","COMPLETED",
"R01CA167421","NCT02903394","Coherence Imaging of the Cervical Epithelium","COMPLETED",
"R21DK107969","NCT02903511","Feasibility Study of Metformin Therapy in ADPKD","COMPLETED",
"P01CA217797","NCT02905578","A Phase 2 Trial of High-dose Ascorbate for Pancreatic Cancer (PACMAN 2.1)","RECRUITING",
"P30CA086862","NCT02905578","A Phase 2 Trial of High-dose Ascorbate for Pancreatic Cancer (PACMAN 2.1)","RECRUITING",
"U01CA140206","NCT02905578","A Phase 2 Trial of High-dose Ascorbate for Pancreatic Cancer (PACMAN 2.1)","RECRUITING",
"R01CA193245","NCT02905656","Strategies to Promote Cessation in Smokers Who Are Not Ready To Quit","COMPLETED",
"P50DA027840","NCT02906644","Combination Nicotine Patch / Lorcaserin for Smoking Cessation","COMPLETED",
"R21HD086644","NCT02913222","Movement Pattern Training in People With Intra-articular, Prearthritic Hip Disorders","COMPLETED",
"U54DA037842","NCT02913924","Effect of Clonazepam on Cannabis Withdrawal and Relapse in Treatment-seeking Patients","COMPLETED",
"P30CA016042","NCT02919332","Delayed 18F-FDG PET/CT in Improving Visualization of Brain Tumors in Patients With Glioblastoma","WITHDRAWN",
"P30CA015083","NCT02921893","Ixazomib Citrate, Lenalidomide, and Dexamethasone in Treating Patients With POEMS Syndrome","ACTIVE, NOT RECRUITING",
"R01MH108793","NCT02922335","Multisystemic Therapy-Emerging Adults Trial","ACTIVE, NOT RECRUITING",
"U01DK062445","NCT02922751","FibroScan™ in Pediatric Cholestatic Liver Disease (FORCE)","ACTIVE, NOT RECRUITING",
"U01DK062456","NCT02922751","FibroScan™ in Pediatric Cholestatic Liver Disease (FORCE)","ACTIVE, NOT RECRUITING",
"U01DK062470","NCT02922751","FibroScan™ in Pediatric Cholestatic Liver Disease (FORCE)","ACTIVE, NOT RECRUITING",
"U01DK084575","NCT02922751","FibroScan™ in Pediatric Cholestatic Liver Disease (FORCE)","ACTIVE, NOT RECRUITING",
"R49CE002099","NCT02923492","Translation of an Intervention for Violence Among Adolescents in Emergency Departments","COMPLETED",
"R01AI114903","NCT02924467","Centralized IIS-based Reminder/Recall to Increase Childhood Influenza Vaccination Rates in New York State","COMPLETED",
"R01DK080763","NCT02925156","Modeling the Epidemiologic Transition Study","ACTIVE, NOT RECRUITING",
"R01NR010187","NCT02925949","Duo Partnership Adherence Commitment Therapy","ACTIVE, NOT RECRUITING",
"U10CA180888","NCT02926638","Lung-MAP: Rilotumumab and Erlotinib Hydrochloride or Erlotinib Hydrochloride Alone as Second-Line Therapy in Treating Patients With Recurrent Stage IV Squamous Cell Lung Cancer and Positive Biomarker Matches","TERMINATED",
"R01DK112260","NCT02927392","Brown Adipose Tissue Activity in Pre- and Postmenopausal Women","RECRUITING",
"R01AG049692","NCT02927821","Improving Outcome for Family Caregivers of Older Adults With Complex Conditions: The Adult Day Plus (ADS Plus) Program","RECRUITING",
"P30CA016058","NCT02927899","Taste Acceptability of Tomato-Soy-Arugula Seed Beverages in Men With Prostate Cancer","COMPLETED",
"R21DC015003","NCT02928107","Addressing Barriers to Adult Hearing Healthcare","COMPLETED",
"K23NR016276","NCT02929017","Integrating Palliative Care for Patients With Idiopathic Pulmonary Fibrosis and Their Caregivers","COMPLETED",
"R01MH109413","NCT02929069","A Unified Intervention for Young Gay and Bisexual Men's Minority Stress, Mental Health, and HIV Risk","COMPLETED",
"R01DK067561","NCT02929212","Effect of Number of Meals on Metabolism After Weight Loss Surgery","COMPLETED",
"F31AA024658","NCT02932241","Computerized DBT Skills Training for Suicidal and Heavy Episodic Drinkers","COMPLETED",
"R01DK103760","NCT02934113","'Working for You' Workplace Obesity Intervention","COMPLETED",
"R01NR015223","NCT02936401","Mindfulness Based Stress Reduction for Older Adults With HIV Associated Neurocognitive Disorders","COMPLETED",
"R01CA204267","NCT02936609","Assessing Community Cancer Care After Insurance ExpanSionS","COMPLETED",
"P30DK106912","NCT02936791","Early PKD Observational Cohort Study","RECRUITING",
"U54DK126126","NCT02936791","Early PKD Observational Cohort Study","RECRUITING",
"P01CA203628","NCT02939807","A Phase II Study of ABC294640 as Monotherapy in Patients With Advanced Hepatocellular Carcinoma","WITHDRAWN",
"P30CA016058","NCT02940301","Ibrutinib and Nivolumab in Treating Patients With Relapsed or Refractory Classical Hodgkin Lymphoma","RECRUITING",
"R01HS024091","NCT02943109","High Tech and High Touch (HT2): Transforming Patient Engagement Through Portal Technology at the Bedside","COMPLETED",
"P30CA015083","NCT02944357","Gemcitabine Hydrochloride, Cisplatin, and AGS-003-BLD in Treating Patients With Muscle-Invasive Bladder Cancer Undergoing Surgery","WITHDRAWN",
"K23MH103396","NCT02944994","Effectiveness of a Unified Transdiagnostic Treatment in Routine Care","COMPLETED",
"P20GM109036","NCT02945969","Sodium Lowering and Urinary Protein Reduction Trial","COMPLETED",
"P20GM109021","NCT02947100","Omega-3 Fatty Acids in Sickle Cell Disease","TERMINATED",
"R01MH107394","NCT02947308","A Study Examining Adolescents With Non-Suicidal Self-Injury","ACTIVE, NOT RECRUITING",
"R01CA184102","NCT02947971","Pilot Study for TCE Imaging of the Esophagus Using an OFDI Capsule With a Compact Imaging System","RECRUITING",
"R01CA201487","NCT02949726","Lymphatic and Systemic Immunity Changes in Post-radiation Lymphedema Development","RECRUITING",
"UL1TR000001","NCT02950636","Effect of Yoga on Mood and Quality of Life in Patients With Refractory Epilepsy","COMPLETED",
"UG1HD027853","NCT02951130","Milrinone in Congenital Diaphragmatic Hernia","RECRUITING",
"UG1HD027880","NCT02951130","Milrinone in Congenital Diaphragmatic Hernia","RECRUITING",
"UG1HD040689","NCT02951130","Milrinone in Congenital Diaphragmatic Hernia","RECRUITING",
"UG1HD053089","NCT02951130","Milrinone in Congenital Diaphragmatic Hernia","RECRUITING",
"UG1HD087226","NCT02951130","Milrinone in Congenital Diaphragmatic Hernia","RECRUITING",
"U10CA180888","NCT02954874","Testing MK-3475 (Pembrolizumab) as Adjuvant Therapy for Triple Receptor-Negative Breast Cancer","ACTIVE, NOT RECRUITING",
"R01CA177995","NCT02954900","Know Your Risk: Assessment at Screening for Breast Cancer - Pilot Study","COMPLETED",
"R01DA017294","NCT02955199","Stage III Community-based Efficacy Trial for Mothering From the Inside Out","COMPLETED",
"U01GH000758","NCT02955862","Vietnam Cryptococcal Retention in Care Study (CRICS) Federal Financial Report","COMPLETED",
"R01DK103729","NCT02956278","The Effects of BCRP Q141K on Allopurinol Pharmacokinetics and Dynamics","COMPLETED",
"IK2RX002339","NCT02958007","Peer Support for Exercise in Older Veterans With Psychotic Disorders","ACTIVE, NOT RECRUITING",
"R01NS094413","NCT02964741","Investigation and Modulation of the Mu-Opioid Mechanisms in Migraine (in Vivo)","TERMINATED",
"R01DA041009","NCT02965014","NC Young Women's CoOp","TERMINATED",
"U10CA180888","NCT02965716","Talimogene Laherparepvec and Pembrolizumab in Treating Patients With Stage III-IV Melanoma","ACTIVE, NOT RECRUITING",
"P30CA016056","NCT02965976","Botulinum Toxin Type A in Preventing Complications After Surgery in Patients With Esophageal Cancer","RECRUITING",
"F31AA022845","NCT02966340","Repurposing alpha1 Noradrenergic Antagonists for Alcoholism Treatment","COMPLETED",
"K23DA037320","NCT02968095","Text Message Support to Prevent Smoking Relapse","COMPLETED",
"R61MH110624","NCT02968225","Using Serious Game Technology to Improve Sensitivity to Eye Gaze in Autism","COMPLETED",
"P30CA014089","NCT02970045","Norris ORIEN Total Cancer Care","RECRUITING",
"P30CA012197","NCT02971397","Cytarabine and Daunorubicin Hydrochloride in Treating Patients With Newly Diagnosed Acute Myeloid Leukemia","UNKNOWN STATUS",
"P30CA012197","NCT02971410","Simvastatin in Overcoming Chemotherapy Resistance in Patients With Relapsed or Refractory Multiple Myeloma","WITHDRAWN",
"R21CA174639","NCT02972515","Mobile Application for Guided Imagery to Address Smoking, Diet and Physical Activity","COMPLETED",
"R56HL128134","NCT02975258","Adiposity and Airway Inflammation in HIV-Associated Airway Disease","COMPLETED",
"R01DK081423","NCT02975986","Renal Uptake of Fatty Acids (FFA) in Patients With Idiopathic Uric Acid Nephrolithiasis (IUAN)","WITHDRAWN",
"K23AA020865","NCT02978027","Mentored Research on Improving Alcohol Brief Interventions in Medical Settings","COMPLETED",
"U01MH094247","NCT02978599","Clinical Trial of AVL-3288 in Schizophrenia Patients","COMPLETED",
"R01HL131960","NCT02978885","Imaging of Peri-operative (periOP) Lung Injury","TERMINATED",
"U01DK062456","NCT02979340","MRI to Characterize and Predict CF Liver Disease in PUSH Cohort","COMPLETED",
"P01HL103455","NCT02980068","A Study of Oral Nitrate in Adults With Pulmonary Hypertension With Heart Failure and Preserved Ejection Fraction","COMPLETED",
"U01DK066557","NCT02985853","Longitudinal Assessment of Bariatric Surgery Sub-Study","ACTIVE, NOT RECRUITING",
"U01CE002664","NCT02986113","Men and Providers Preventing Suicide (MAPS)","COMPLETED",
"R01AT007987","NCT02986334","Placebo In Chronic Back Pain (Phase 2)","UNKNOWN STATUS",
"R01MD010455","NCT02988661","Women Empowered to Live With Lupus Study","ACTIVE, NOT RECRUITING",
"P30CA006973","NCT02989636","Nivolumab With or Without Stereotactic Radiosurgery in Treating Patients With Recurrent, Advanced, or Metastatic Chordoma","RECRUITING",
"R01HD083314","NCT02991248","Improve Dynamic Lateral Balance of Humans With SCI","RECRUITING",
"U54NS092090","NCT02991807","RAD001 and Neurocognition in PTEN Hamartoma Tumor Syndrome","COMPLETED",
"R34MH108818","NCT02992158","Feasibility of a Behavioral Activation Trial","COMPLETED",
"UM1CA186691","NCT02993146","Ropidoxuridine and Whole Brain Radiation Therapy in Treating Patients With Brain Metastases","SUSPENDED",
"P30CA060553","NCT02993159","Testing an Active Form of Tamoxifen (4-hydroxytamoxifen) Delivered Through the Breast Skin to Control Ductal Carcinoma in Situ (DCIS) of the Breast","RECRUITING",
"U54NS065768","NCT02994303","Podocyturia - Predictor of Renal Dysfunction in Fabry Nephropathy","UNKNOWN STATUS",
"K01DA039299","NCT02994875","Functional Magnetic Resonance Imaging of N-acetylcysteine in Cocaine Dependence","COMPLETED",
"R21HD082307","NCT02996175","Treatment of Sleep Disturbances in School-age Children With Down Syndrome","COMPLETED",
"U01MD010556","NCT02996422","Appalachians Together Restoring the Eating Environment: Improving Healthy Diet in Rural Appalachian Kentucky","COMPLETED",
"U10CA180868","NCT02997228","Combination Chemotherapy, Bevacizumab, and/or Atezolizumab in Treating Patients With Deficient DNA Mismatch Repair Metastatic Colorectal Cancer, the COMMIT Study","RECRUITING",
"R01CA201262","NCT02997657","Positive Psychotherapy for Smoking Cessation Enhanced With Text Messaging: A Randomized Controlled Trial","COMPLETED",
"R34MH109359","NCT02999243","Development of an HIV Self-testing Intervention","TERMINATED",
"P20NR015339","NCT03000166","Step-Up Intervention for Self-Management of Fatigue in Young Adults Receiving Chemotherapy","COMPLETED",
"P30CA016672","NCT03001349","68Ga-DOTA-TOC PET/CT in Imaging Participants With Neuroendocrine Tumors","ACTIVE, NOT RECRUITING",
"U01DK062456","NCT03001388","Longitudinal Assessment of Transient Elastography in Cystic Fibrosis","ACTIVE, NOT RECRUITING",
"P50CA097274","NCT03003546","Nab-paclitaxel/Rituximab-coated Nanoparticle AR160 in Treating Patients With Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma","RECRUITING",
"R01CA197784","NCT03006913","Comparison of 3 Modes of Genetic Counseling in High-Risk Public Hospital Patients","COMPLETED",
"P30CA016672","NCT03007030","Brentuximab Vedotin in Treating Patients With CD30+ Malignant Mesothelioma That Cannot Be Removed by Surgery","RECRUITING",
"UM1CA186689","NCT03008278","Olaparib and Ramucirumab in Treating Patients With Metastatic or Locally Recurrent Gastric or Gastroesophageal Junction Cancer That Cannot Be Removed by Surgery","SUSPENDED",
"R01DK082580","NCT03010501","Effect of Energy Density Over 5 Days in Preschool Children","COMPLETED",
"P01HL036587","NCT03011645","Gene-by-Stress Interactions in Intervention Studies Significance","TERMINATED",
"R01CA229510","NCT03011814","Durvalumab With or Without Lenalidomide in Treating Patients With Relapsed or Refractory Cutaneous or Peripheral T Cell Lymphoma","RECRUITING",
"R21AI127200","NCT03012607","Tenofovir Adherence to Rapidly Guide and Evaluate PrEP and HIV Therapy","COMPLETED",
"P30CA015083","NCT03012880","Ixazomib Citrate, Lenalidomide, Dexamethasone, and Daratumumab in Treating Patients With Newly Diagnosed Multiple Myeloma","ACTIVE, NOT RECRUITING",
"U18DP006255","NCT03013309","Raising Healthy Children: A Hybrid Trial of the Family Check-Up 4 Health in Primary Care","ACTIVE, NOT RECRUITING",
"R01CA167632","NCT03013387","Dosimetry Guided PRRT With 90Y-DOTATOC","WITHDRAWN",
"P30CA016672","NCT03015740","Sitravatinib and Nivolumab in Treating Patients With Advanced or Metastatic Kidney Cancer","ACTIVE, NOT RECRUITING",
"R01DA041434","NCT03015805","Teen Success Project","RECRUITING",
"R35CA197573","NCT03017092","Tobacco Pilot Study for Low Income Smokers","COMPLETED",
"P30CA016056","NCT03017131","Genetically Modified T Cells and Decitabine in Treating Patients With Recurrent or Refractory Ovarian, Primary Peritoneal, or Fallopian Tube Cancer","ACTIVE, NOT RECRUITING",
"K23MH098795","NCT03019770","Optimizing HIV PrEP Through Shared Decision Making","COMPLETED",
"P30CA015083","NCT03021460","Pembrolizumab and Ibrutinib in Treating Patients With Stage III-IV Melanoma That Cannot Be Removed by Surgery","RECRUITING",
"P30CA016672","NCT03021486","Haloperidol With or Without Chlorpromazine in Treating Delirium in Patients With Advanced, Metastatic, or Recurrent Cancer","ACTIVE, NOT RECRUITING",
"U54AR057319","NCT03022331","VCRC Longitudinal Protocol for Aortitis","COMPLETED",
"U19AI057229","NCT03022396","T-cell And General Immune Response to Seasonal Influenza Vaccine (SLVP018) Year 2, 2010","COMPLETED",
"R34AT009432","NCT03022890","Study of Yoga vs. Health Education for Chronic Pain in Persons Receiving Opioid Agonist Therapy","COMPLETED",
"R37CA226526","NCT03023202","UWCCC Molecular Tumor Board Registry","RECRUITING",
"U19AI090019","NCT03023553","The Human Mucosal Immune Responses to Influenza Virus (SLVP026)","COMPLETED",
"U19MH098780","NCT03026426","Effectiveness of a mHealth Intervention for the Treatment of Depression in People With Diabetes or Hypertension in Peru","COMPLETED",
"K23HD052621","NCT03027531","eKISS: Electronic KIOSK Intervention for Safer-Sex","COMPLETED",
"P30CA014520","NCT03028584","Survivorship Care Plans in a Community Oncology Practice","COMPLETED",
"R03CA197657","NCT03028935","Exercise and Nutrition Program in Improving Physical Activity and Dietary Behavior in Non-Active, Overweight, or Obese Latinas","COMPLETED",
"UH3NS109556","NCT03029884","Closed-loop Deep Brain Stimulation to Treat Refractory Neuropathic Pain","ACTIVE, NOT RECRUITING",
"R44CA162783","NCT03029988","An Evaluation of Tilmanocept by IV Injection Using SPECT/CT vs PET Imaging in Subjects With Liver Metastases.","TERMINATED",
"UM1CA186688","NCT03031730","Testing the Addition of KRT-232 (AMG 232) to Usual Chemotherapy for Relapsed Multiple Myeloma","RECRUITING",
"P30CA015083","NCT03033225","Ultrasound-Guided Verteporfin Photodynamic Therapy for the Treatment of Unresectable Solid Pancreatic Tumors or Advanced Pancreatic Cancer, VERTPAC-02 Study","RECRUITING",
"U10CA180888","NCT03033576","Testing Treatment With Ipilimumab and Nivolumab Compared to Treatment With Ipilimumab Alone in Advanced Melanoma","ACTIVE, NOT RECRUITING",
"R01AG054079","NCT03033875","Testing Tele-Savvy, an On-line Psychoeducation Program for Dementia Family Caregivers","COMPLETED",
"UM1CA081457","NCT03033992","Feasibility Trial of Optune for Children With Recurrent or Progressive Supratentorial High-Grade Glioma and Ependymoma","RECRUITING",
"P30CA015083","NCT03035331","Dendritic Cell Therapy, Cryosurgery, and Pembrolizumab in Treating Patients With Non-Hodgkin Lymphoma","RECRUITING",
"R01DA041425","NCT03035877","Multisystemic Therapy-Emerging Adults (MST-EA) for Substance Abuse","RECRUITING",
"U01DA040219","NCT03037476","Personalized Health Assessment Related to Medications (Project PHARM)","COMPLETED",
"P30CA016672","NCT03039439","Molecular and Immunohistochemical Profiling of Tumors in Patients With Parathyroid Tumors","UNKNOWN STATUS",
"R01DK110749","NCT03045276","Urological and Renal Disease Engaging Adolescents in Adherence Collaborative Trial","ACTIVE, NOT RECRUITING",
"UM1CA186689","NCT03047213","Sapanisertib in Treating Patients With Locally Advanced or Metastatic Bladder Cancer With TSC1 and/or TSC2 Mutations","ACTIVE, NOT RECRUITING",
"P30CA016672","NCT03047993","Glutaminase Inhibitor CB-839 and Azacitidine in Treating Patients With Advanced Myelodysplastic Syndrome","ACTIVE, NOT RECRUITING",
"R01FD004790","NCT03049046","CC100: Phase 1 Multiple-Dose Safety and Tolerability in Subjects With ALS","UNKNOWN STATUS",
"K01MH100994","NCT03049176","The Impact and Cost-effectiveness of Safer Conception Strategies for HIV-discordant Couples (SAFER)","COMPLETED",
"R03HL138068","NCT03049306","Propranolol for Sleep Apnea Therapy","ENROLLING BY INVITATION",
"P20NR015331","NCT03049748","Self-Management App for Patients With Left-Ventricular Assist Devices","COMPLETED",
"R21MH110208","NCT03049800","Is Cognitive Training Neuroprotective in Early Psychosis?","COMPLETED",
"UL1TR001878","NCT03050840","Gamification and Energetic Behavior Changes","COMPLETED",
"R01MD011322","NCT03051997","Increasing Caregiver Engagement in Juvenile Drug Courts","RECRUITING",
"R44NS097061","NCT03053492","Functional Viability Duck Duck Punch","COMPLETED",
"R43MH113424","NCT03053557","Testing a New Device to Advance the Use of Social Skills Training With Mental Health Consumers and Clinicians","COMPLETED",
"K01AA024805","NCT03056872","Stress Reactivity as a Determinant in Co-occurring Alcohol Use and Anxiety Disorder: Diagnosis and Alcohol Use Outcomes","RECRUITING",
"K24DK066144","NCT03057236","Pilot Feasibility Study of a Cognitive Behavioral Coping Skills (CBCS) Group Intervention for Hep C Therapy Patients","COMPLETED",
"R01MH111758","NCT03060902","Preschooler Emotion Regulation in the Context of Maternal Borderline Personality Disorder","UNKNOWN STATUS",
"R01HD086700","NCT03063268","An Interactive Patient-Centered Consent for Research Using Medical Records","COMPLETED",
"P30CA015704","NCT03063632","Testing the Combination of Two Experimental Drugs MK-3475 (Pembrolizumab) and Interferon-gamma for the Treatment of Mycosis Fungoides and Sézary Syndrome and Advanced Synovial Sarcoma","ACTIVE, NOT RECRUITING",
"U01HL088942","NCT03066050","Long Term Follow Up for CTSN Mitral Valve Repair Studies","ACTIVE, NOT RECRUITING",
"R21AI124719","NCT03066128","Point-of-care Viral Load Testing to Enable Streamlined Care and Task Shifting for Chronic HIV Care","COMPLETED",
"U54DK083908","NCT03067142","Proteomics of Primary Hyperoxaluria Type 1","COMPLETED",
"R33MH100250","NCT03067311","Targeting Stress Reactivity in Schizophrenia: Integrated Coping Awareness Therapy","COMPLETED",
"R21HD090516","NCT03067818","Mechanisms of Arm Recovery in Stroke Patients With Hand Paralysis","COMPLETED",
"K23MH105284","NCT03067948","Improving Identification of Mental Health/Substance Use Disorders in HIV Primary Care: Pilot Clinical Response","COMPLETED",
"R01NR016824","NCT03068390","Rural Intervention for Caregivers' Heart Health","RECRUITING",
"P50HD028934","NCT03068910","Hyperandrogenemia and Altered Day-night LH Pulse Patterns","RECRUITING",
"K23HL132054","NCT03068923","Thrombosis Outcomes in Pediatric Venous Thromboembolism","ACTIVE, NOT RECRUITING",
"P30CA060553","NCT03070002","Denosumab in Treating Patients With ER and/or PR Positive, HER2 Negative Metastatic Breast Cancer With Bone Metastases and Detectable Circulating Tumor Cells","TERMINATED",
"U01HL131003","NCT03070197","Genomic Basis of Neurodevelopmental and Brain Outcomes in Congenital Heart Disease (CHD Brain and Genes)","COMPLETED",
"UM1AI068636","NCT03070223","PREPARE (A5361s) Substudy of REPRIEVE (A5332)","ACTIVE, NOT RECRUITING",
"R01HL059459","NCT03070730","Hemodynamic Response of Neuropathic And Non-Neuropathic POTS Patients To Adrenoreceptor Agonist And Antagonist","TERMINATED",
"K02DA034767","NCT03072511","Smoking Cessation Intervention","TERMINATED",
"R01HL135061","NCT03073122","The Boston Circulatory Arrest Study: Antecedents and Correlates of Well-Being in Adults With Congenital Heart Disease","ACTIVE, NOT RECRUITING",
"R44DA038933","NCT03073291","Intervening to Prevent Youth Access to Marijuana Phase II","COMPLETED",
"P30CA016672","NCT03074513","Atezolizumab and Bevacizumab in Treating Patients With Rare Solid Tumors","ACTIVE, NOT RECRUITING",
"R01NR014049","NCT03075254","Central Mechanisms of Chronic Pain and Fatigue Subtitle: Functional Imaging of Brain and Spinal Cord","ENROLLING BY INVITATION",
"K23HL132054","NCT03075761","Physical Activity in Children at Risk of Post-thrombotic Sequelae (PACT)","COMPLETED",
"UM1CA121947","NCT03077451","Nelfinavir Mesylate in Treating Patients With Kaposi Sarcoma","RECRUITING",
"P01HL108801","NCT03077672","Mitochondrial DNA as a Biomarker of Sepsis Severity","RECRUITING",
"U54CA203000","NCT03077737","Reducing Tobacco Use Disparities Among Low-Income Adults","COMPLETED",
"R44EY026864","NCT03078231","Pilot Assessment of EyeArt as an Automated Diabetic Retinopathy Screening Tool","COMPLETED",
"I01CX001424","NCT03080168","The 'AIM Study': Investigating Whether Actigraphy and Ideation Measures Can Promote Patient Safety","COMPLETED",
"P30CA015083","NCT03080883","Apixaban in Preventing Secondary Cancer Related Venous Thrombosis in Cancer Patients Who Have Completed Anticoagulation Therapy","ACTIVE, NOT RECRUITING",
"U19MH110001","NCT03081195","SMART Africa (Strengthening Mental Health Research and Training)","COMPLETED",
"R21DA049539","NCT03083353","Isradipine Enhancement of Virtual Reality Cue Exposure for Smoking Cessation","RECRUITING",
"K23DK097183","NCT03084159","Multi-disciplinary Participatory Design of a Process to Deliver a CKD Diagnosis in Primary Care","COMPLETED",
"R44DA035014","NCT03084406","Efficacy of Centervention-ATOD: An Implementation Tool for Dissemination of Evidence-based Programs for Substance Abuse","COMPLETED",
"R01CA222648","NCT03085004","CHARM II: Chemotherapy for Ablation and Resolution of Mucinous Pancreatic Cysts","RECRUITING",
"K23AG051681","NCT03085589","MOWI Amulet Mobile Health Technology Validation","COMPLETED",
"R01MH109310","NCT03086655","Tel-Me-Box: Testing a New, Real-time Strategies for Monitoring HIV Medication Adherence in India","ACTIVE, NOT RECRUITING",
"UL1TR000448","NCT03091725","A Role for FGF21 in Postprandial Nutrient Homeostasis After RYGB","ACTIVE, NOT RECRUITING",
"R15MH110951","NCT03092609","Neuroplasticity in an Extended Amygdala Network as a Target Mechanism for Attention Bias Modification Outcome","COMPLETED",
"U10CA180888","NCT03092674","Azacitidine With or Without Nivolumab or Midostaurin, or Decitabine and Cytarabine Alone in Treating Older Patients With Newly Diagnosed Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome","ACTIVE, NOT RECRUITING",
"P50CA186784","NCT03093350","TACTIC - TAA Specific Cytotoxic T Lymphocytes in Patients With Breast Cancer","ACTIVE, NOT RECRUITING",
"P30CA016672","NCT03094637","Azacitidine and Pembrolizumab in Treating Patients With Myelodysplastic Syndrome","ACTIVE, NOT RECRUITING",
"P30CA069533","NCT03097588","Netupitant and Palonosetron Hydrochloride in Preventing Chemotherapy Induced Nausea and Vomiting in Patients With Cancer Undergoing BEAM Conditioning Regimen Before Stem Cell Transplant","RECRUITING",
"R44HL127677","NCT03097796","A Multiple Ascending Dose Study of PUL-042 in Stem Cell Transplant Recipients","SUSPENDED",
"R01HD082211","NCT03097991","Randomized Controlled Trial of Prenatal Coparenting Intervention (CoparentRCT)","ACTIVE, NOT RECRUITING",
"K01MH106416","NCT03100643","Development of a Couple-Based Mobile Health Intervention for Enhancing HIV Care Engagement Outcomes (N'Gage)","COMPLETED",
"R01MH103830","NCT03102151","Reducing the Duration of Untreated Psychosis","UNKNOWN STATUS",
"P30DK089507","NCT03104855","Clearance of 25-hydroxyvitamin D in Cystic Fibrosis","ACTIVE, NOT RECRUITING",
"R01DK099199","NCT03104855","Clearance of 25-hydroxyvitamin D in Cystic Fibrosis","ACTIVE, NOT RECRUITING",
"P30CA015083","NCT03106415","Pembrolizumab and Binimetinib in Treating Patients With Locally Advanced or Metastatic Triple Negative Breast Cancer","ACTIVE, NOT RECRUITING",
"R01NS095937","NCT03106740","Evaluating the Role of Neuroinflammation in Low Back Pain","RECRUITING",
"UM1CA137443","NCT03107780","Testing the Ability of AMG 232 (KRT 232) to Get Into the Tumor in Patients With Brain Cancer","SUSPENDED",
"U01DC014706","NCT03107871","Randomized Controlled Trial of Valganciclovir for Cytomegalovirus Infected Hearing Impaired Infants","ACTIVE, NOT RECRUITING",
"P30CA016672","NCT03108131","Cobimetinib and Atezolizumab in Treating Participants With Advanced or Refractory Rare Tumors","ACTIVE, NOT RECRUITING",
"K23MH104116","NCT03109899","Personalized HIV and STI Testing Tool","UNKNOWN STATUS",
"K23HL133438","NCT03110614","Diastolic Dysfunction and Pauci-inflammatory Acute Exacerbations of COPD","COMPLETED",
"R01DK107761","NCT03111264","Building Blocks for Healthy Preschoolers","TERMINATED",
"R01AI116658","NCT03111628","Role of Immunoglobulin E (IgE) Bearing Cells in Chronic Idiopathic Urticaria (CIU)","COMPLETED",
"U48DP001922","NCT03111680","Healthy Families to Change Obesity in Public Housing Residents","COMPLETED",
"P30CA014089","NCT03111823","Exercise Program During Chemotherapy in Metastatic Colorectal Cancer","TERMINATED",
"SB1EY027241","NCT03112005","Assessment of EyeArt as an Automated Diabetic Retinopathy Screening Tool","COMPLETED",
"R01MD011574","NCT03112369","Preventing HIV Among Native Americans Through the Treatment PTSD & Substance Use","RECRUITING",
"P30CA072720","NCT03112668","Acceptance and Commitment Therapy in Improving Well-Being in Patients With Stage III-IV Cancer and Their Partners","COMPLETED",
"R01AG054435","NCT03113461","MCI: CPAP Treatment of OSA (Memories2)","RECRUITING",
