"Core Project Number","ClinicalTrials.gov ID","Study","Study Status",
"U10CA081920","NCT00949117","Cyproheptadine Hydrochloride and Nutritional Supplementation in Treating Young Patients With Weight Loss With Cancer","TERMINATED",
"P30CA043703","NCT00949247","Docetaxel,Carboplatin,Trastuzumab and Bevacizumab for Breast Cancer and Bone Marrow Micrometastases","COMPLETED",
"R01HL092347","NCT00949858","New Data Analysis Methods for Actigraphy in Sleep Medicine","COMPLETED",
"P30CA033572","NCT00950144","Studying Pain and Symptom Distress in Patients With Advanced Colon Cancer, Rectal Cancer, Pancreatic Cancer, or Liver Cancer","COMPLETED",
"P30CA013330","NCT00950365","Pemetrexed Disodium With or Without Erlotinib Hydrochloride in Treating Patients With Stage IIIB-IV or Recurrent Non-Small Cell Lung Cancer","COMPLETED",
"R43HL092673","NCT00950378","Non-Invasive Management of Chronic Venous Insufficiency","COMPLETED",
"R21CA131820","NCT00951158","A Molecular Pharmacodynamic Dose-titration Trial of Conjugated Linoleic Acid (CLA; Clarinol®) in Patients With Advanced Solid Tumors","TERMINATED",
"U01AI068619","NCT00951249","Feasibility Study of a Multi-Component Intervention for Black Men Who Have Sex With Men","COMPLETED",
"N01CN035153","NCT00951379","Pioglitazone for Oral Premalignant Lesions","TERMINATED",
"R01CA107446","NCT00951626","A Standardized Nursing Intervention Protocol for HCT Patients","COMPLETED",
"R01MH058593","NCT00951652","Efficacy of Adding Interpersonal and Emotional Processing Therapy Techniques to Cognitive Behavioral Therapy to Treat Generalized Anxiety Disorder","COMPLETED",
"UH2DK083981","NCT00951756","Controlled Feeding Experiment","COMPLETED",
"R01DK082396","NCT00951899","The Effect of Welchol on Glucose Metabolism in Type 2 Diabetics","COMPLETED",
"P30CA060553","NCT00952731","4-Hydroxytamoxifen or Tamoxifen Citrate in Treating Women With Newly Diagnosed Ductal Breast Carcinoma in Situ","COMPLETED",
"UL1RR024150","NCT00953043","Lubiprostone, Colonic Motility and Sensation","COMPLETED",
"U10CA180820","NCT00955305","Paclitaxel, Carboplatin, and Bevacizumab With or Without Cixutumumab in Treating Patients With Stage IV or Recurrent Non-small Cell Lung Cancer","TERMINATED",
"U01AI068632","NCT00955968","IMPAACT 1077HS: Examining Benefits of HAART Continuation in Postpartum Women","COMPLETED",
"R01MH117998","NCT00956579","Sensory and Connectivity Abnormalities in Autism Spectrum Disorders","RECRUITING",
"P30CA060553","NCT00956930","Chemoembolization Versus Radioembolization in Treating Patients With Liver Cancer That Cannot Be Treated With Radiofrequency Ablation Or Surgery","COMPLETED",
"R01HD057236","NCT00957476","Omega-3 Supplementation Decreases Inflammation and Fetal Obesity in Pregnancy","COMPLETED",
"R01MH074589","NCT00961493","RCT of an Acceptance-based Behavior Therapy for GAD","COMPLETED",
"P30CA033572","NCT00962507","Panobinostat and Everolimus in Treating Patients With Relapsed or Refractory Lymphoma or Multiple Myeloma","COMPLETED",
"P30CA016059","NCT00963274","Bortezomib and Romidepsin in Patients With Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","COMPLETED",
"P30CA006973","NCT00963807","A Comparison of FLT to FDG PET/CT in the Early Assessment of Chemotherapy Response in Stage IB-IIIA Resectable NSCLC","COMPLETED",
"R01CA090547","NCT00964756","A Study of an Infectivity Enhanced Suicide Gene Expressing Adenovirus for Ovarian Cancer in Patients With Recurrent Ovarian and Other Selected Gynecologic Cancers","COMPLETED",
"P30CA033572","NCT00964821","Flu Vaccine in Preventing Influenza Infection in Healthy Volunteers and in Patients Who Have Undergone Stem Cell Transplant","COMPLETED",
"R21AG030681","NCT00965835","Amyloid Plaque and Tangle Imaging in Alzheimer's Disease and Down Syndrome","UNKNOWN STATUS",
"R01FD003527","NCT00967798","Prevention of Cystic Fibrosis Diabetes","TERMINATED",
"P50CA101451","NCT00967824","Tamoxifen Citrate Decision Aids for Women at Increased Risk of Breast Cancer","COMPLETED",
"R01DK059358","NCT00970099","Mechanism of Insulin-Resistant in Lean Non-Diabetics","COMPLETED",
"R21CA139121","NCT00970125","Using Video Images to Improve Advance Care Planning in Patients With Cancer","COMPLETED",
"R01MH077553","NCT00972699","Mentor Mothers: A Sustainable Family Intervention in South African Townships","COMPLETED",
"R01DA026758","NCT00974376","Gabapentin Treatment of Cannabis Dependence","COMPLETED",
"R01FD003712","NCT00975819","Safety and Efficacy Study of Sirolimus in Complicated Vascular Anomalies","UNKNOWN STATUS",
"P01HL059412","NCT00976352","Safety Study of Recombinant Adeno-Associated Virus Acid Alpha-Glucosidase to Treat Pompe Disease","COMPLETED",
"U10CA021115","NCT00976677","Carboplatin, Paclitaxel, and Bevacizumab With or Without Erlotinib Hydrochloride in Treating Non-Smokers With Advanced Non-Small Cell Lung Cancer","TERMINATED",
"P01CA021239","NCT00976898","Proton Beam Irradiation for the Treatment of Unresectable Hepatocellular Cancer and Cholangiocarcinoma","COMPLETED",
"U10CA027469","NCT00977574","Paclitaxel, Carboplatin, and Bevacizumab or Paclitaxel, Carboplatin, and Temsirolimus or Ixabepilone, Carboplatin, and Bevacizumab in Treating Patients With Stage III, Stage IV, or Recurrent Endometrial Cancer","ACTIVE, NOT RECRUITING",
"K23AG026749","NCT00977834","Assessment of Older Adults With Cancer: Feasibility of Computer Survey Methodology","COMPLETED",
"RC1HG005331","NCT00977847","Integrating Patient Generated Family Health History From Varied Electronic Health Record (EHR) Entry Portals","COMPLETED",
"R21AT004396","NCT00978094","Validation of a Novel Sham Cervical Spinal Manipulation Procedure","COMPLETED",
"R01CA077789","NCT00978718","Selenium in Preventing Prostate Cancer","COMPLETED",
"R01AG023410","NCT00979446","Passport to Brain Wellness in Sedentary Adults","COMPLETED",
"R34MH080978","NCT00980252","Medication Adherence in Schizophrenia: Development of a CBT-Based Intervention","COMPLETED",
"R01MH060195","NCT00980512","Community Implementation of KEEP: Fidelity and Generalization of Parenting","COMPLETED",
"R01HL093374","NCT00981253","Stress Management and Biomarkers of Risk in Cardiac Rehabilitation","COMPLETED",
"R01DK057100","NCT00982839","Rectal Sensory Training - A Study of Two Techniques","COMPLETED",
"P50NS044148","NCT00983749","Safety Study of External Counterpulsation as a Treatment for Acute Ischemic Stroke","COMPLETED",
"R01CA114543","NCT00983866","CHOICES: Understanding Clinical Trials as a Treatment Option","COMPLETED",
"P30CA068485","NCT00984490","Metformin Hydrochloride in Treating Women With Stage I or Stage II Breast Cancer That Can Be Removed By Surgery","TERMINATED",
"P30CA022453","NCT00984919","Biomarker 11-dh-TXB2 in Blood and Urine Samples From Patients With Prostate Cancer and Healthy Volunteers","COMPLETED",
"R01CA129227","NCT00985777","Vitamin E δ-Tocotrienol Administered to Subjects With Resectable Pancreatic Exocrine Neoplasia","COMPLETED",
"U01DK072146","NCT00986648","A Multi-Center Group to Study Acute Liver Failure in Children","COMPLETED",
"P50CA098252","NCT00988559","Therapeutic Vaccination for Patients With HPV16+ Cervical Intraepithelial Neoplasia (CIN2/3)","COMPLETED",
"R01HL075101","NCT00990548","Family Cardiac Caregiver Investigation to Evaluate Outcomes","COMPLETED",
"U01HL072268","NCT00991341","Red Cell Storage Duration Study","COMPLETED",
"P30CA015704","NCT00992446","Bortezomib and Vorinostat as Maintenance Therapy After Autologous Stem Cell Transplant in Treating Patients With Non-Hodgkin Lymphoma","COMPLETED",
"P01HD059454","NCT00993031","Protease Inhibitors to Reduce Malaria Morbidity in HIV-Infected Pregnant Women","COMPLETED",
"U01DE018837","NCT00993551","Timing of Primary Surgery for Cleft Palate","COMPLETED",
"P30CA068485","NCT00993694","Methemoglobinemia in Young Patients With Hematologic Cancer or Aplastic Anemia Treated With Dapsone","COMPLETED",
"R01HL081489","NCT00993707","Safety Study of CTX-100 Inhalation Solution (Formerly ETX-100)","COMPLETED",
"R34MH080958","NCT00993850","Sleep Disturbance and Bipolar Disorder","COMPLETED",
"U01CA097452","NCT00994500","Vorinostat and Bortezomib in Treating Young Patients With Refractory or Recurrent Solid Tumors, Including Central Nervous System Tumors and Lymphoma","COMPLETED",
"U10EY018817","NCT00996437","Intravitreal Ranibizumab for Vitreous Hemorrhage Due to Proliferative Diabetic Retinopathy (N)","COMPLETED",
"U10EY018573","NCT00997035","The Mycotic Ulcer Treatment Trial II: A Randomized Trial Comparing Oral Voriconazole vs Placebo","COMPLETED",
"R03HD041944","NCT00997776","Effect of Leg Strengthening Exercise After Hip Fracture","COMPLETED",
"R21NR010781","NCT00999011","Dose of Early Therapeutic Mobility: Does Type or Frequency Matter?","COMPLETED",
"R01FD003410","NCT00999713","CALIPSO: Calfactant for Acute Lung Injury in Pediatric Stem Cell Transplant and Oncology Patients","COMPLETED",
"UG1CA189958","NCT01000753","Collecting and Storing Tissue Samples From Patients With Rare or Cutaneous Non-Hodgkin Lymphoma","ACTIVE, NOT RECRUITING",
"U01HL069294","NCT01002742","Acute Graft-versus-Host Disease Treatment (BMT CTN 0802)","COMPLETED",
"P30CA069533","NCT01005914","Pegaspargase and Combination Chemotherapy in Treating Patients With Newly Diagnosed Acute Lymphoblastic Leukemia","TERMINATED",
"P30CA068485","NCT01007422","Opioids Titration in Hospice Patients","WITHDRAWN",
"R01GM063674","NCT01008059","Alfentanil: Simultaneous Testing Pilot","COMPLETED",
"P30CA093373","NCT01008566","Cixutumumab and Sorafenib Tosylate in Treating Patients With Advanced Liver Cancer","COMPLETED",
"R21MH087928","NCT01010204","Varenicline Treatment for Smoking Cessation in Patients With Bipolar Disorder","COMPLETED",
"P50DA018185","NCT01011829","Varenicline vs Placebo for the Treatment of Methamphetamine Dependence","COMPLETED",
"U10CA027469","NCT01011933","Selumetinib in Treating Patients With Recurrent or Persistent Endometrial Cancer","COMPLETED",
"U10CA180868","NCT01011933","Selumetinib in Treating Patients With Recurrent or Persistent Endometrial Cancer","COMPLETED",
"U10CA027469","NCT01012297","Gemcitabine Hydrochloride and Docetaxel With or Without Bevacizumab in Treating Patients With Advanced or Recurrent Uterine Leiomyosarcoma","TERMINATED",
"P50CA136393","NCT01012817","Veliparib and Topotecan Hydrochloride in Treating Patients With Solid Tumors, Relapsed or Refractory Ovarian Cancer, or Primary Peritoneal Cancer","ACTIVE, NOT RECRUITING",
"N01CN035157","NCT01013831","Erlotinib Hydrochloride in Preventing Cancer in Patients With Precancerous Lesions of the Lung","TERMINATED",
"R01MH085577","NCT01015989","Computerized Counseling to Promote Positive Prevention and HIV Health in Kenya","COMPLETED",
"P30DK081943","NCT01016613","Clinical Phenotyping Resource and Biobank Core of the Michigan O'Brien Renal Center","RECRUITING",
"R34MH085844","NCT01018056","Developing New Treatments for Tourette Syndrome: Therapeutic Trials With Modulators of Glutamatergic Neurotransmission","COMPLETED",
"R21AT003892","NCT01018615","Safety, Metabolism, and Antioxidant Activity of Silymarin and Green Tea Extract in Patients With Chronic Hepatitis C","COMPLETED",
"P01CA081403","NCT01019850","N2007-03: Vorinostat and 131-I MIBG in Treating Patients With Resistant or Relapsed Neuroblastoma","COMPLETED",
"N01CN035159","NCT01021215","Zileuton With or Without Celecoxib As Chemopreventive Agents in Smokers","COMPLETED",
"R21DK084560","NCT01023750","Predictors of Response to Fenofibrate","COMPLETED",
"P30CA006516","NCT01026324","Dinaciclib in Treating Patients With Stage III-IV Melanoma","TERMINATED",
"K23DK081677","NCT01026363","hCAP18 Levels and Vitamin D Deficiency in Chronic Kidney Disease","WITHDRAWN",
"K23DK078774","NCT01029002","The Effects of Vitamin D Repletion in Vitamin D Deficient Patients With Stage 3 and 4 Chronic Kidney Disease","COMPLETED",
"U01AI068636","NCT01029249","Examining the Incidence of Oral Human Papillomavirus (HPV) Shedding and Oral Warts After Beginning HAART in HIV-Infected Adults","COMPLETED",
"M01RR008084","NCT01029353","Laparotomy vs. Drainage for Infants With Necrotizing Enterocolitis","COMPLETED",
"U10HD021373","NCT01029353","Laparotomy vs. Drainage for Infants With Necrotizing Enterocolitis","COMPLETED",
"U10HD021385","NCT01029353","Laparotomy vs. Drainage for Infants With Necrotizing Enterocolitis","COMPLETED",
"U10HD027904","NCT01029353","Laparotomy vs. Drainage for Infants With Necrotizing Enterocolitis","COMPLETED",
"U10HD040689","NCT01029353","Laparotomy vs. Drainage for Infants With Necrotizing Enterocolitis","COMPLETED",
"U10HD053109","NCT01029353","Laparotomy vs. Drainage for Infants With Necrotizing Enterocolitis","COMPLETED",
"UL1RR025777","NCT01029353","Laparotomy vs. Drainage for Infants With Necrotizing Enterocolitis","COMPLETED",
"K23HL095739","NCT01029691","Study of Positive Airway Pressure in Preeclampsia to Reduce Blood Pressure","COMPLETED",
"U01DK073985","NCT01030341","Continuous Glucose Monitoring and Insulin Pump Therapy in Diabetic Gastroparesis","COMPLETED",
"M01RR008084","NCT01030575","Multi-dose Pharmacokinetics and Dose Ranging of Inositol in Premature Infants (INS-2)","COMPLETED",
"U10HD027851","NCT01030575","Multi-dose Pharmacokinetics and Dose Ranging of Inositol in Premature Infants (INS-2)","COMPLETED",
"U10HD034216","NCT01030575","Multi-dose Pharmacokinetics and Dose Ranging of Inositol in Premature Infants (INS-2)","COMPLETED",
"U10HD036790","NCT01030575","Multi-dose Pharmacokinetics and Dose Ranging of Inositol in Premature Infants (INS-2)","COMPLETED",
"U10HD040689","NCT01030575","Multi-dose Pharmacokinetics and Dose Ranging of Inositol in Premature Infants (INS-2)","COMPLETED",
"U10HD053109","NCT01030575","Multi-dose Pharmacokinetics and Dose Ranging of Inositol in Premature Infants (INS-2)","COMPLETED",
"U10HD053119","NCT01030575","Multi-dose Pharmacokinetics and Dose Ranging of Inositol in Premature Infants (INS-2)","COMPLETED",
"UL1RR024139","NCT01030575","Multi-dose Pharmacokinetics and Dose Ranging of Inositol in Premature Infants (INS-2)","COMPLETED",
"P30CA069533","NCT01031953","Fosaprepitant Dimeglumine in Treating Patients With Nausea and Vomiting Caused By Chemotherapy","TERMINATED",
"U10CA081851","NCT01032200","Armodafinil in Treating Fatigue Caused By Radiation Therapy in Patients With Primary Brain Tumors","COMPLETED",
"R44HL074482","NCT01033253","Multi-media Obesity Prevention Program for Adolescents","COMPLETED",
"R01AR055563","NCT01034527","Neuromuscular Intervention Targeted to Mechanisms of ACL Load in Female Athletes","COMPLETED",
"U54CA136465","NCT01034670","Advanced Gastrointestinal Endoscopic Imaging","RECRUITING",
"F32AT005048","NCT01035294","A Mindfulness-based Intervention for Treatment of Anxiety in ICD (Implantable Cardioverter Defibrillator) Patients","COMPLETED",
"M01RR000039","NCT01035697","Inflammatory Cytokines Associated With Perinatal Brain Injury","COMPLETED",
"M01RR000080","NCT01035697","Inflammatory Cytokines Associated With Perinatal Brain Injury","COMPLETED",
"M01RR000633","NCT01035697","Inflammatory Cytokines Associated With Perinatal Brain Injury","COMPLETED",
"U10HD027856","NCT01035697","Inflammatory Cytokines Associated With Perinatal Brain Injury","COMPLETED",
"U10HD027880","NCT01035697","Inflammatory Cytokines Associated With Perinatal Brain Injury","COMPLETED",
"U10HD040461","NCT01035697","Inflammatory Cytokines Associated With Perinatal Brain Injury","COMPLETED",
"U10HD040689","NCT01035697","Inflammatory Cytokines Associated With Perinatal Brain Injury","COMPLETED",
"R01HL094592","NCT01036802","Anticoagulation For Pulmonary Hypertension in Sickle Cell Disease","TERMINATED",
"R01NR009922","NCT01037946","Family to Family: Psychoeducation to Improve Children's Outcomes in HIV+ Families","COMPLETED",
"U01AG029824","NCT01038583","Aspirin in Reducing Events in the Elderly","ACTIVE, NOT RECRUITING",
"P30CA016672","NCT01039155","Azacitidine and Oxaliplatin In Treating Patients With Advanced Cancers Relapsed or Refractory to Any Platinum Therapy","COMPLETED",
"U10CA180868","NCT01039207","Rilotumumab in Treating Patients With Persistent or Recurrent Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer","COMPLETED",
"R01HL092403","NCT01040975","Teen CHAT: Improving Physician Communication With Adolescents About Healthy Weight","COMPLETED",
"R01MH084900","NCT01041274","DECIFER: Depression and Citalopram In First Episode Recovery","COMPLETED",
"RC2HL101515","NCT01041417","Granulocyte-Macrophage Stimulating Factor in the Treatment of Peripheral Arterial Disease","COMPLETED",
"P50HL084946","NCT01042158","A Clinical Trial of Ambrisentan and Tadalafil in Pulmonary Arterial Hypertension Associated With Systemic Sclerosis","COMPLETED",
"KL2RR024136","NCT01042938","Curcumin for the Prevention of Radiation-induced Dermatitis in Breast Cancer Patients","COMPLETED",
"R01DA025084","NCT01044238","Methylphenidate to Treat Methamphetamine Dependence","UNKNOWN STATUS",
"P30CA036727","NCT01044745","Rituximab in Preventing Acute Graft-Versus-Host Disease in Patients Undergoing a Donor Stem Cell Transplant for Hematologic Cancer","TERMINATED",
"U10HD039005","NCT01044862","Assessment of Multiple Intrauterine Gestations From Ovarian Stimulation","COMPLETED",
"R21CA134813","NCT01048528","Health SMART (Stress Management and Relaxation Training)","COMPLETED",
"P50CA097186","NCT01050504","Collecting and Studying Blood and Tissue Samples From Patients With Locally Recurrent or Metastatic Prostate or Bladder/Urothelial Cancer","RECRUITING",
"R01DA025598","NCT01050569","Innovative Interventions for Smoking Cessation","COMPLETED",
"RC1DK087126","NCT01051713","ENGAGED: E-Networks Guiding Adherence to Goals for Exercise and Diet","COMPLETED",
"R01DA027138","NCT01052662","Memantine-enhanced Buprenorphine Treatment for Opioid-dependent Young Adults","COMPLETED",
"R01DK062440","NCT01053078","Naltrexone and Hypoglycemia in Type 1 Diabetes","COMPLETED",
"R21HL092382","NCT01053260","Contingency Management for Promoting Weight Loss in University Students","COMPLETED",
"R34MH080630","NCT01055158","Telephone Based Cognitive Behavioral Therapy for HIV Related Depression","COMPLETED",
"U10CA180886","NCT01055314","Temozolomide, Cixutumumab, and Combination Chemotherapy in Treating Patients With Metastatic Rhabdomyosarcoma","COMPLETED",
"R01CA040355","NCT01055678","To Evaluate the Characteristics of a Breast Cancer","WITHDRAWN",
"R21MH082714","NCT01056016","Disseminating a Model Intervention to Promote Improved Attention-deficit Hyperactivity Disorder (ADHD) Care in the Community","COMPLETED",
"UL1RR024150","NCT01056107","Effects of ROSE-010 on GI Transit in Constipation Predominant Irritable Bowel Syndrome (C-IBS) Patients","COMPLETED",
"P30CA015704","NCT01056614","Fludarabine Phosphate, Busulfan, and Anti-Thymocyte Globulin Followed By Donor Peripheral Blood Stem Cell Transplant, Tacrolimus, and Methotrexate in Treating Patients With Myeloid Malignancies","COMPLETED",
"K23AG033763","NCT01057823","Understanding Sleep in Hospitalized Older Patients","COMPLETED",
"RC2CA148491","NCT01058850","Phase I Rindopepimut After Conventional Radiation in Children w/ Diffuse Intrinsic Pontine Gliomas","TERMINATED",
"R01MH071164","NCT01061021","HIV Prevention Intervention for People Living With HIV/AIDS","COMPLETED",
"R01DA017332","NCT01061528","Coping Skills Treatment for Smoking Cessation","COMPLETED",
"U01DK061730","NCT01061684","NAFLD Pediatric Database 2","COMPLETED",
"UL1RR024982","NCT01062165","Effect of Weight and/or Obesity on Caspofungin Drug Concentrations","COMPLETED",
"U10CA180830","NCT01064648","Pemetrexed Disodium and Cisplatin With or Without Cediranib Maleate in Treating Patients With Malignant Pleural Mesothelioma","ACTIVE, NOT RECRUITING",
"U10CA180888","NCT01064648","Pemetrexed Disodium and Cisplatin With or Without Cediranib Maleate in Treating Patients With Malignant Pleural Mesothelioma","ACTIVE, NOT RECRUITING",
"R21HL093346","NCT01065883","The Community United to Challenge Asthma","COMPLETED",
"R01DK061289","NCT01067092","MATCH: The Mexican-American Trial of Community Health Workers","COMPLETED",
"R01AG031750","NCT01067326","The Effect of Tekturna on Endothelial Function and Endothelial Progenitor Cells in Patients With Early Atherosclerosis","TERMINATED",
"R01AG031750","NCT01067339","Lipoprotein-associated Phospholipase A2 (Lp-PLA2) Progenitor Cells and Coronary Atherosclerosis in Humans","COMPLETED",
"R01CA141531","NCT01067586","Novel Determinants and Measures of Smokeless Tobacco Use: Study 1","COMPLETED",
"R01CA141531","NCT01067599","Novel Determinants and Measures of Smokeless Tobacco Use: Study 2","COMPLETED",
"P30CA036727","NCT01068327","Stereotactic Radiation Therapy, Nelfinavir Mesylate, Gemcitabine Hydrochloride, Leucovorin Calcium, and Fluorouracil in Treating Patients With Locally Advanced Pancreatic Cancer","COMPLETED",
"K23HL093024","NCT01069510","Spironolactone in Adult Congenital Heart Disease","COMPLETED",
"KL2RR024154","NCT01071538","Buprenorphine for Late-Life Treatment Resistant Depression","COMPLETED",
"U01AG022376","NCT01072500","The LIFE Study - Lifestyle Interventions and Independence for Elders","COMPLETED",
"DP2OD006469","NCT01072656","Safety Study of Deep Brain Stimulation to Manage Thalamic Pain Syndrome","COMPLETED",
"R01DA023964","NCT01073319","Rivastigmine as a Treatment for Methamphetamine Dependence","COMPLETED",
"R43CA141968","NCT01073384","A Dose Ranging Study of Delayed Release Beclomethasone for Prevention of Acute Enteritis in Patients With Rectal Cancer","COMPLETED",
"U10CA180868","NCT01074411","Intraperitoneal Bortezomib and Carboplatin in Treating Patients With Persistent or Recurrent Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer","COMPLETED",
"U01AI089244","NCT01075152","Cryptococcal Optimal ART Timing Trial","COMPLETED",
"R01HL075263","NCT01077388","e-Care for Heart Wellness","COMPLETED",
"R01MH085560","NCT01077687","Expanding Rapid Ascertainment Networks of Schizophrenia Families in Taiwan","UNKNOWN STATUS",
"U10CA021115","NCT01078454","Melphalan and Dexamethasone With or Without Bortezomib in Treating Patients With Previously Untreated Systemic Light-Chain Amyloidosis","COMPLETED",
"R34MH082143","NCT01081314","Treating PTSD in Patients With Borderline Personality Disorder","COMPLETED",
"P30CA015704","NCT01083706","Azacitidine in Treating Patients With Relapsed Myelodysplastic Syndrome, Chronic Myelomonocytic Leukemia, or Acute Myeloid Leukemia Who Have Undergone Stem Cell Transplant","COMPLETED",
"R01NR008059","NCT01084395","Reducing HIV Risk Among Mexican Youth","COMPLETED",
"R01DK084475","NCT01084590","Healthy Homes/Healthy Kids_5-9","COMPLETED",
"R21HD055677","NCT01085903","Identifying and Treating Arousal Related Deficits in Neglect and Dysphagia","COMPLETED",
"U10CA025224","NCT01086605","Pixantrone Dimaleate in Treating Patients With HER2-Negative Metastatic Breast Cancer","COMPLETED",
"R01HL094849","NCT01087996","The Percutaneous Stem Cell Injection Delivery Effects on Neomyogenesis Pilot Study (The POSEIDON-Pilot Study)","COMPLETED",
"K23DA021243","NCT01091363","Tobacco Dependence Treatment for Asian Americans","COMPLETED",
"R01CA126968","NCT01091974","Cognitive Behavioral Therapy +/- Armodafinil for Insomnia and Fatigue Following Chemotherapy","COMPLETED",
"R21DA029442","NCT01093898","The Neuroeconomics of Behavioral Therapies for Adolescent Substance Abuse","COMPLETED",
"R24MD001660","NCT01093924","Partnerships to Overcome Obesity Disparities in Hawaii: 18-month CBPR Study","COMPLETED",
"K23DE018689","NCT01094639","Periodontal Infection and Systemic Inflammation in Renal Patients","COMPLETED",
"R01AT005819","NCT01094782","Evaluating the Effect of Acupuncture on Pain Relief Using Quantitative Sensory Testing (QST)","COMPLETED",
"R01DK079866","NCT01094808","Pregabalin and Colonic Function","COMPLETED",
"RC1DK086182","NCT01094808","Pregabalin and Colonic Function","COMPLETED",
"UL1RR024150","NCT01094808","Pregabalin and Colonic Function","COMPLETED",
"R01FD003728","NCT01095731","The Effects of Tiopronin on 3-Aminopropanal Level & Neurologic Outcome After Aneurysmal Subarachnoid Hemorrhage","COMPLETED",
"RC1DA028407","NCT01096550","Intensive Outpatient Versus Outpatient Treatment With Buprenorphine Among African Americans","COMPLETED",
"R21AR057318","NCT01096823","Iyengar Yoga for Young People With Rheumatoid Arthritis","COMPLETED",
"R21MH079984","NCT01096953","Telepsychiatry in Rural Youth","WITHDRAWN",
"P30CA015704","NCT01097057","Rituximab, Combination Chemotherapy, Filgrastim (G-CSF), and Plerixafor in Treating Patients With Non-Hodgkin Lymphoma Undergoing Mobilization of Autologous Peripheral Blood Stem Cells","COMPLETED",
"P50CA095060","NCT01097304","Ursodiol in Treating Patients With Barrett Esophagus and Low-Grade Dysplasia","COMPLETED",
"K23HL098370","NCT01097733","Dual-Source Computed Tomography to Improve Prediction of Response to Cardiac Resynchronization Therapy","UNKNOWN STATUS",
"P30CA016672","NCT01097746","First-Line Treatment of Bevacizumab, Carboplatin, and Paclitaxel in Treating Participants With Stage III-IV Ovarian, Primary Peritoneal, and Fallopian Tube Cancer","ACTIVE, NOT RECRUITING",
"U01DK082316","NCT01098279","Chronic Pelvic Pain Study of Individuals With Diagnoses or Symptoms of Interstitial Cystitis and/ or Chronic Prostatitis","COMPLETED",
"U10CA101165","NCT01098630","Patient, Physician, and Nurse Factors Associated With Entry Onto Clinical Trials and Finishing Treatment in Patients With Primary or Recurrent Uterine, Endometrial, or Cervical Cancer","COMPLETED",
"U01GM074492","NCT01099397","Antihypertensive Medication Exposure as Risk for Impaired Glucose Tolerance: A PEAR Sub-Study","COMPLETED",
"R01DA026336","NCT01101815","Adherence to HIV Therapy in Heroin Addicts: Oral vs XR-NTX","COMPLETED",
"R44HL101821","NCT01103102","Dose-Response Study of Iocide Oral Rinse","COMPLETED",
"R01HL098087","NCT01105663","Pharmacologic Impact on Sedation Assessments","COMPLETED",
"R18DK066166","NCT01106885","Effective Care Management of Depressed Diabetes Patients (The Positive Steps Study)","COMPLETED",
"R01DK074909","NCT01107678","YMCA-Physical Activity and Nutrition","COMPLETED",
"R01DK103841","NCT01107717","Durability of Combination Therapy With Exenatide/Pioglitazone/Metformin vs. Conventional Therapy in New Onset T2DM","ACTIVE, NOT RECRUITING",
"K23GM071399","NCT01109719","Critical Illness Outcomes Study","UNKNOWN STATUS",
"R01DA026778","NCT01110434","Biobehavioral Effects of Topiramate on Cannabis-Related Outcomes in Adolescents","COMPLETED",
"R01DK082383","NCT01112709","Maintaining Resistance Training in Older Prediabetic Adults","COMPLETED",
"R01DA026029","NCT01113190","Healthier You: Optimizing Screening, Brief Interventions, and Referral to Treatment (SBIRT) in the Emergency Department","COMPLETED",
"R01AG012257","NCT01113840","Prospective Aerobic Reconditioning Intervention Study","COMPLETED",
"R01AG018915","NCT01113840","Prospective Aerobic Reconditioning Intervention Study","COMPLETED",
"R01HL091069","NCT01114269","PRE-DETERMINE Cohort Study","ACTIVE, NOT RECRUITING",
"P30CA022453","NCT01116232","Sirolimus, Tacrolimus, Thymoglobulin and Rituximab as Graft-versus-Host-Disease Prophylaxis in Patients Undergoing Haploidentical and HLA Partially Matched Donor Hematopoietic Cell Transplantation","TERMINATED",
"P50CA128613","NCT01116336","Phase I Chemoprevention Trial With Green Tea Polyphenon E & Erlotinib in Patients With Premalignant Lesions of the Head & Neck","COMPLETED",
"R01HL095396","NCT01116414","Molecular Phenotypes for Cystic Fibrosis Lung Disease","ENROLLING BY INVITATION",
"UM1CA186709","NCT01116648","Cediranib Maleate and Olaparib in Treating Patients With Recurrent Ovarian, Fallopian Tube, or Peritoneal Cancer or Recurrent Triple-Negative Breast Cancer","ACTIVE, NOT RECRUITING",
"R21DK081847","NCT01116674","Pediatric Critical Illness Hyperglycemia and Glycemic Control Registry","COMPLETED",
"R21HD057421","NCT01118988","Peer Mentorship: An Intervention To Promote Effective Pain Self-Management In Adolescents","COMPLETED",
"R03CA169150","NCT01120353","Childhood Cancer Survivor Study","RECRUITING",
"R34MH085899","NCT01120626","Randomized Controlled Study of Donepezil in Fragile X Syndrome","COMPLETED",
"RC1HL100951","NCT01121263","Hybrid Revascularization Observational Study","COMPLETED",
"P50CA143188","NCT01122238","Identifying Treatments to Motivate Smokers to Quit","COMPLETED",
"P30CA014599","NCT01122888","Cilengitide and Sunitinib Malate in Treating Patients With Advanced Solid Tumors or Glioblastoma Multiforme","TERMINATED",
"U01CA069852","NCT01122888","Cilengitide and Sunitinib Malate in Treating Patients With Advanced Solid Tumors or Glioblastoma Multiforme","TERMINATED",
